date,visitor,home,visitor_points,home_points
2022-11-09,New York Knicks,Brooklyn Nets,85.0,112.0
2022-11-09,Denver Nuggets,Indiana Pacers,122.0,119.0
2022-11-09,Phoenix Suns,Minnesota Timberwolves,129.0,117.0
2022-11-09,Houston Rockets,Toronto Raptors,109.0,116.0
2022-11-09,Detroit Pistons,Boston Celtics,112.0,128.0
2022-11-09,Memphis Grizzlies,San Antonio Spurs,124.0,122.0
2022-11-09,Milwaukee Bucks,Oklahoma City Thunder,136.0,132.0
2022-11-10,Charlotte Hornets,Miami Heat,112.0,117.0
2022-11-10,Philadelphia 76ers,Atlanta Hawks,95.0,104.0
2022-11-10,Portland Trail Blazers,New Orleans Pelicans,106.0,95.0
2022-11-10,Dallas Mavericks,Washington Wizards,105.0,113.0
2022-11-11,Phoenix Suns,Orlando Magic,97.0,114.0
2022-11-11,Toronto Raptors,Oklahoma City Thunder,113.0,132.0
2022-11-11,Sacramento Kings,Los Angeles Lakers,120.0,114.0
2022-11-11,Detroit Pistons,New York Knicks,112.0,121.0
2022-11-11,Milwaukee Bucks,San Antonio Spurs,93.0,111.0
2022-11-11,Denver Nuggets,Boston Celtics,112.0,131.0
2022-11-11,Minnesota Timberwolves,Memphis Grizzlies,103.0,114.0
2022-11-11,Cleveland Cavaliers,Golden State Warriors,101.0,106.0
2022-11-12,Atlanta Hawks,Philadelphia 76ers,109.0,121.0
2022-11-12,Utah Jazz,Washington Wizards,112.0,121.0
2022-11-12,Houston Rockets,New Orleans Pelicans,106.0,119.0
2022-11-12,Charlotte Hornets,Miami Heat,115.0,132.0
2022-11-12,Boston Celtics,Detroit Pistons,117.0,108.0
2022-11-12,Portland Trail Blazers,Dallas Mavericks,112.0,117.0
2022-11-12,Toronto Raptors,Indiana Pacers,104.0,118.0
2022-11-12,Brooklyn Nets,LA Clippers,110.0,95.0
2022-11-13,Memphis Grizzlies,Washington Wizards,92.0,102.0
2022-11-13,Brooklyn Nets,Los Angeles Lakers,103.0,116.0
2022-11-13,Minnesota Timberwolves,Cleveland Cavaliers,129.0,124.0
2022-11-13,Oklahoma City Thunder,New York Knicks,145.0,135.0
2022-11-13,Denver Nuggets,Chicago Bulls,126.0,103.0
2022-11-13,Golden State Warriors,Sacramento Kings,115.0,122.0
2022-11-13,Utah Jazz,Philadelphia 76ers,98.0,105.0
2022-11-14,LA Clippers,Houston Rockets,122.0,106.0
2022-11-14,Phoenix Suns,Miami Heat,112.0,113.0
2022-11-14,Toronto Raptors,Detroit Pistons,115.0,111.0
2022-11-14,Charlotte Hornets,Orlando Magic,112.0,105.0
2022-11-14,San Antonio Spurs,Golden State Warriors,95.0,132.0
2022-11-14,Oklahoma City Thunder,Boston Celtics,122.0,126.0
2022-11-14,Atlanta Hawks,Milwaukee Bucks,121.0,106.0
2022-11-15,LA Clippers,Dallas Mavericks,101.0,103.0
2022-11-15,New York Knicks,Utah Jazz,118.0,111.0
2022-11-15,Brooklyn Nets,Sacramento Kings,121.0,153.0
2022-11-15,Memphis Grizzlies,New Orleans Pelicans,102.0,113.0
2022-11-15,San Antonio Spurs,Portland Trail Blazers,110.0,117.0
2022-11-16,Minnesota Timberwolves,Orlando Magic,126.0,108.0
2022-11-16,Indiana Pacers,Charlotte Hornets,125.0,113.0
2022-11-16,Boston Celtics,Atlanta Hawks,126.0,101.0
2022-11-16,Houston Rockets,Dallas Mavericks,101.0,92.0
2022-11-16,Oklahoma City Thunder,Washington Wizards,121.0,120.0
2022-11-16,New York Knicks,Denver Nuggets,106.0,103.0
2022-11-16,Cleveland Cavaliers,Milwaukee Bucks,98.0,113.0
2022-11-16,Miami Heat,Toronto Raptors,104.0,112.0
2022-11-16,Chicago Bulls,New Orleans Pelicans,110.0,124.0
2022-11-16,Golden State Warriors,Phoenix Suns,119.0,130.0
2022-11-17,Brooklyn Nets,Portland Trail Blazers,109.0,107.0
2022-11-17,Detroit Pistons,LA Clippers,91.0,96.0
2022-11-17,San Antonio Spurs,Sacramento Kings,112.0,130.0
2022-11-18,Charlotte Hornets,Cleveland Cavaliers,122.0,132.0
2022-11-18,Denver Nuggets,Dallas Mavericks,99.0,127.0
2022-11-18,Detroit Pistons,Los Angeles Lakers,121.0,128.0
2022-11-18,Oklahoma City Thunder,Memphis Grizzlies,110.0,121.0
2022-11-18,New York Knicks,Golden State Warriors,101.0,111.0
2022-11-18,Miami Heat,Washington Wizards,106.0,107.0
2022-11-18,Indiana Pacers,Houston Rockets,99.0,91.0
2022-11-18,Boston Celtics,New Orleans Pelicans,117.0,109.0
2022-11-18,Phoenix Suns,Utah Jazz,133.0,134.0
2022-11-18,Milwaukee Bucks,Philadelphia 76ers,102.0,110.0
2022-11-18,Orlando Magic,Chicago Bulls,108.0,107.0
2022-11-19,Orlando Magic,Indiana Pacers,113.0,114.0
2022-11-19,San Antonio Spurs,LA Clippers,97.0,119.0
2022-11-19,Utah Jazz,Portland Trail Blazers,118.0,113.0
2022-11-19,Minnesota Timberwolves,Philadelphia 76ers,112.0,109.0
2022-11-19,Toronto Raptors,Atlanta Hawks,122.0,124.0
2022-11-20,Memphis Grizzlies,Brooklyn Nets,115.0,127.0
2022-11-20,Charlotte Hornets,Washington Wizards,102.0,106.0
2022-11-20,San Antonio Spurs,Los Angeles Lakers,92.0,123.0
2022-11-20,Denver Nuggets,Dallas Mavericks,98.0,97.0
2022-11-20,Miami Heat,Cleveland Cavaliers,87.0,113.0
2022-11-20,New York Knicks,Phoenix Suns,95.0,116.0
2022-11-20,Golden State Warriors,Houston Rockets,127.0,120.0
2022-11-20,Detroit Pistons,Sacramento Kings,129.0,137.0
2022-11-21,Golden State Warriors,New Orleans Pelicans,83.0,128.0
2022-11-21,Miami Heat,Minnesota Timberwolves,101.0,105.0
2022-11-21,Boston Celtics,Chicago Bulls,107.0,121.0
2022-11-21,Utah Jazz,LA Clippers,114.0,121.0
2022-11-21,Portland Trail Blazers,Milwaukee Bucks,111.0,119.0
2022-11-21,New York Knicks,Oklahoma City Thunder,129.0,119.0
2022-11-21,Orlando Magic,Indiana Pacers,102.0,123.0
2022-11-21,Atlanta Hawks,Cleveland Cavaliers,102.0,114.0
2022-11-22,Detroit Pistons,Denver Nuggets,110.0,108.0
2022-11-22,Sacramento Kings,Memphis Grizzlies,113.0,109.0
2022-11-22,Brooklyn Nets,Philadelphia 76ers,106.0,115.0
2022-11-22,Los Angeles Lakers,Phoenix Suns,105.0,115.0
2022-11-23,Denver Nuggets,Oklahoma City Thunder,131.0,126.0
2022-11-23,Detroit Pistons,Utah Jazz,125.0,116.0
2022-11-23,Sacramento Kings,Atlanta Hawks,106.0,115.0
2022-11-23,Washington Wizards,Miami Heat,105.0,113.0
2022-11-23,Philadelphia 76ers,Charlotte Hornets,101.0,107.0
2022-11-23,Brooklyn Nets,Toronto Raptors,112.0,98.0
2022-11-23,Chicago Bulls,Milwaukee Bucks,118.0,113.0
2022-11-23,Minnesota Timberwolves,Indiana Pacers,115.0,101.0
2022-11-23,Portland Trail Blazers,Cleveland Cavaliers,96.0,114.0
2022-11-23,New Orleans Pelicans,San Antonio Spurs,129.0,110.0
2022-11-23,Dallas Mavericks,Boston Celtics,112.0,125.0
2022-11-23,LA Clippers,Golden State Warriors,107.0,124.0
2022-11-25,Denver Nuggets,LA Clippers,114.0,104.0
2022-11-25,Philadelphia 76ers,Orlando Magic,107.0,99.0
2022-11-25,Utah Jazz,Golden State Warriors,118.0,129.0
2022-11-25,Minnesota Timberwolves,Charlotte Hornets,108.0,110.0
2022-11-25,Sacramento Kings,Boston Celtics,104.0,122.0
2022-11-25,Cleveland Cavaliers,Milwaukee Bucks,102.0,117.0
2022-11-25,Portland Trail Blazers,New York Knicks,132.0,129.0
2022-11-25,Washington Wizards,Miami Heat,107.0,110.0
2022-11-25,Atlanta Hawks,Houston Rockets,122.0,128.0
2022-11-25,Chicago Bulls,Oklahoma City Thunder,119.0,123.0
2022-11-25,Brooklyn Nets,Indiana Pacers,117.0,128.0
2022-11-25,Detroit Pistons,Phoenix Suns,102.0,108.0
2022-11-25,Los Angeles Lakers,San Antonio Spurs,105.0,94.0
2022-11-25,New Orleans Pelicans,Memphis Grizzlies,111.0,132.0
2022-11-26,Utah Jazz,Phoenix Suns,112.0,113.0
2022-11-26,Los Angeles Lakers,San Antonio Spurs,143.0,138.0
2022-11-26,Oklahoma City Thunder,Houston Rockets,105.0,118.0
2022-11-26,Dallas Mavericks,Toronto Raptors,100.0,105.0
2022-11-27,Miami Heat,Atlanta Hawks,106.0,98.0
2022-11-27,Cleveland Cavaliers,Detroit Pistons,102.0,94.0
2022-11-27,Portland Trail Blazers,Brooklyn Nets,97.0,111.0
2022-11-27,Washington Wizards,Boston Celtics,121.0,130.0
2022-11-27,Memphis Grizzlies,New York Knicks,127.0,123.0
2022-11-27,Golden State Warriors,Minnesota Timberwolves,137.0,114.0
2022-11-27,Philadelphia 76ers,Orlando Magic,133.0,103.0
2022-11-27,Indiana Pacers,LA Clippers,100.0,114.0
2022-11-27,Dallas Mavericks,Milwaukee Bucks,115.0,124.0
2022-11-28,Oklahoma City Thunder,New Orleans Pelicans,101.0,105.0
2022-11-28,Atlanta Hawks,Philadelphia 76ers,101.0,104.0
2022-11-28,Orlando Magic,Brooklyn Nets,102.0,109.0
2022-11-28,Minnesota Timberwolves,Washington Wizards,127.0,142.0
2022-11-28,Indiana Pacers,Los Angeles Lakers,116.0,115.0
2022-11-28,Phoenix Suns,Sacramento Kings,122.0,117.0
2022-11-28,Cleveland Cavaliers,Toronto Raptors,88.0,100.0
2022-11-28,Charlotte Hornets,Boston Celtics,105.0,140.0
2022-11-28,Houston Rockets,Denver Nuggets,113.0,129.0
2022-11-28,Chicago Bulls,Utah Jazz,114.0,107.0
2022-11-29,Golden State Warriors,Dallas Mavericks,113.0,116.0
2022-11-29,LA Clippers,Portland Trail Blazers,118.0,112.0
2022-11-29,New York Knicks,Detroit Pistons,140.0,110.0
2022-11-30,San Antonio Spurs,Oklahoma City Thunder,111.0,119.0
2022-11-30,Washington Wizards,Brooklyn Nets,107.0,113.0
2022-11-30,Miami Heat,Boston Celtics,121.0,134.0
2022-11-30,Toronto Raptors,New Orleans Pelicans,108.0,126.0
2022-11-30,Milwaukee Bucks,New York Knicks,109.0,103.0
2022-11-30,Houston Rockets,Denver Nuggets,100.0,120.0
2022-11-30,Indiana Pacers,Sacramento Kings,114.0,137.0
2022-11-30,Chicago Bulls,Phoenix Suns,113.0,132.0
2022-11-30,Memphis Grizzlies,Minnesota Timberwolves,101.0,109.0
2022-11-30,Philadelphia 76ers,Cleveland Cavaliers,85.0,113.0
2022-11-30,Portland Trail Blazers,Los Angeles Lakers,109.0,128.0
2022-11-30,LA Clippers,Utah Jazz,112.0,125.0
2022-11-30,Atlanta Hawks,Orlando Magic,125.0,108.0
2022-12-01,Dallas Mavericks,Detroit Pistons,125.0,131.0
2022-12-02,New Orleans Pelicans,San Antonio Spurs,117.0,99.0
2022-12-02,Houston Rockets,Phoenix Suns,122.0,121.0
2022-12-02,Orlando Magic,Cleveland Cavaliers,96.0,107.0
2022-12-02,Toronto Raptors,Brooklyn Nets,105.0,114.0
2022-12-02,Los Angeles Lakers,Milwaukee Bucks,133.0,129.0
2022-12-02,Chicago Bulls,Golden State Warriors,111.0,119.0
2022-12-02,Miami Heat,Boston Celtics,120.0,116.0
2022-12-02,Indiana Pacers,Utah Jazz,119.0,139.0
2022-12-02,Washington Wizards,Charlotte Hornets,116.0,117.0
2022-12-02,Philadelphia 76ers,Memphis Grizzlies,109.0,117.0
2022-12-02,Denver Nuggets,Atlanta Hawks,109.0,117.0
2022-12-03,Orlando Magic,Toronto Raptors,108.0,121.0
2022-12-03,Milwaukee Bucks,Charlotte Hornets,105.0,96.0
2022-12-03,Dallas Mavericks,New York Knicks,121.0,100.0
2022-12-03,Portland Trail Blazers,Utah Jazz,116.0,111.0
2022-12-03,Houston Rockets,Golden State Warriors,101.0,120.0
2022-12-03,Oklahoma City Thunder,Minnesota Timberwolves,135.0,128.0
2022-12-03,Sacramento Kings,LA Clippers,123.0,96.0
2022-12-04,Indiana Pacers,Portland Trail Blazers,100.0,116.0
2022-12-04,Chicago Bulls,Sacramento Kings,101.0,110.0
2022-12-04,Memphis Grizzlies,Detroit Pistons,122.0,112.0
2022-12-04,Phoenix Suns,San Antonio Spurs,133.0,95.0
2022-12-04,Los Angeles Lakers,Washington Wizards,130.0,119.0
2022-12-04,Cleveland Cavaliers,New York Knicks,81.0,92.0
2022-12-04,Boston Celtics,Brooklyn Nets,103.0,92.0
2022-12-04,Denver Nuggets,New Orleans Pelicans,106.0,121.0
2022-12-05,Miami Heat,Memphis Grizzlies,93.0,101.0
2022-12-05,Boston Celtics,Toronto Raptors,116.0,110.0
2022-12-05,Philadelphia 76ers,Houston Rockets,123.0,132.0
2022-12-05,Indiana Pacers,Golden State Warriors,112.0,104.0
2022-12-05,Milwaukee Bucks,Orlando Magic,109.0,102.0
2022-12-05,LA Clippers,Charlotte Hornets,119.0,117.0
2022-12-05,Oklahoma City Thunder,Atlanta Hawks,121.0,114.0
2022-12-05,Phoenix Suns,Dallas Mavericks,111.0,130.0
2022-12-06,Los Angeles Lakers,Cleveland Cavaliers,102.0,116.0
2022-12-06,Dallas Mavericks,Denver Nuggets,116.0,115.0
2022-12-06,Detroit Pistons,Miami Heat,116.0,96.0
2022-12-07,Atlanta Hawks,New York Knicks,89.0,113.0
2022-12-07,Indiana Pacers,Minnesota Timberwolves,115.0,121.0
2022-12-07,Boston Celtics,Phoenix Suns,125.0,98.0
2022-12-07,Detroit Pistons,New Orleans Pelicans,98.0,104.0
2022-12-07,Golden State Warriors,Utah Jazz,123.0,124.0
2022-12-07,Washington Wizards,Chicago Bulls,111.0,115.0
2022-12-07,Sacramento Kings,Milwaukee Bucks,113.0,126.0
2022-12-07,Oklahoma City Thunder,Memphis Grizzlies,102.0,123.0
2022-12-07,LA Clippers,Orlando Magic,111.0,116.0
2022-12-07,Charlotte Hornets,Brooklyn Nets,116.0,122.0
2022-12-07,Los Angeles Lakers,Toronto Raptors,113.0,126.0
2022-12-08,Houston Rockets,San Antonio Spurs,109.0,118.0
2022-12-08,Denver Nuggets,Portland Trail Blazers,121.0,120.0
2022-12-08,LA Clippers,Miami Heat,110.0,115.0
2022-12-09,New York Knicks,Charlotte Hornets,121.0,102.0
2022-12-09,Detroit Pistons,Memphis Grizzlies,103.0,114.0
2022-12-09,Phoenix Suns,New Orleans Pelicans,117.0,128.0
2022-12-09,Milwaukee Bucks,Dallas Mavericks,106.0,105.0
2022-12-09,Minnesota Timberwolves,Utah Jazz,118.0,108.0
2022-12-09,Washington Wizards,Indiana Pacers,111.0,121.0
2022-12-09,Toronto Raptors,Orlando Magic,109.0,113.0
2022-12-09,Sacramento Kings,Cleveland Cavaliers,106.0,95.0
2022-12-09,Atlanta Hawks,Brooklyn Nets,116.0,120.0
2022-12-09,Los Angeles Lakers,Philadelphia 76ers,122.0,133.0
2022-12-10,Minnesota Timberwolves,Portland Trail Blazers,118.0,124.0
2022-12-10,San Antonio Spurs,Miami Heat,115.0,111.0
2022-12-10,Boston Celtics,Golden State Warriors,107.0,123.0
2022-12-10,Oklahoma City Thunder,Cleveland Cavaliers,102.0,110.0
2022-12-10,Utah Jazz,Denver Nuggets,110.0,115.0
2022-12-10,Dallas Mavericks,Chicago Bulls,115.0,144.0
2022-12-10,LA Clippers,Washington Wizards,114.0,107.0
2022-12-10,Brooklyn Nets,Indiana Pacers,136.0,133.0
2022-12-11,Sacramento Kings,New York Knicks,99.0,112.0
2022-12-11,Chicago Bulls,Atlanta Hawks,122.0,123.0
2022-12-11,Milwaukee Bucks,Houston Rockets,92.0,97.0
2022-12-11,Toronto Raptors,Orlando Magic,99.0,111.0
2022-12-11,Charlotte Hornets,Philadelphia 76ers,113.0,131.0
2022-12-11,Phoenix Suns,New Orleans Pelicans,124.0,129.0
2022-12-11,Los Angeles Lakers,Detroit Pistons,124.0,117.0
2022-12-12,Oklahoma City Thunder,Dallas Mavericks,114.0,121.0
2022-12-12,Boston Celtics,LA Clippers,93.0,113.0
2022-12-12,Miami Heat,Indiana Pacers,87.0,82.0
2022-12-12,Atlanta Hawks,Memphis Grizzlies,103.0,128.0
2022-12-12,Minnesota Timberwolves,Portland Trail Blazers,112.0,133.0
2022-12-12,Brooklyn Nets,Washington Wizards,112.0,100.0
2022-12-12,Cleveland Cavaliers,San Antonio Spurs,111.0,112.0
2022-12-13,Golden State Warriors,Milwaukee Bucks,111.0,128.0
2022-12-13,New Orleans Pelicans,Utah Jazz,100.0,121.0
2022-12-13,Phoenix Suns,Houston Rockets,97.0,111.0
2022-12-13,Sacramento Kings,Philadelphia 76ers,103.0,123.0
2022-12-13,Boston Celtics,Los Angeles Lakers,122.0,118.0
2022-12-14,New York Knicks,Chicago Bulls,128.0,120.0
2022-12-14,Detroit Pistons,Charlotte Hornets,141.0,134.0
2022-12-14,Portland Trail Blazers,San Antonio Spurs,128.0,112.0
2022-12-14,Golden State Warriors,Indiana Pacers,119.0,125.0
2022-12-14,Sacramento Kings,Toronto Raptors,124.0,123.0
2022-12-14,Cleveland Cavaliers,Dallas Mavericks,105.0,90.0
2022-12-14,Atlanta Hawks,Orlando Magic,124.0,135.0
2022-12-14,Minnesota Timberwolves,LA Clippers,88.0,99.0
2022-12-14,Washington Wizards,Denver Nuggets,128.0,141.0
2022-12-14,Miami Heat,Oklahoma City Thunder,110.0,108.0
2022-12-15,Phoenix Suns,LA Clippers,111.0,95.0
2022-12-15,New Orleans Pelicans,Utah Jazz,129.0,132.0
2022-12-15,Miami Heat,Houston Rockets,111.0,108.0
2022-12-15,Milwaukee Bucks,Memphis Grizzlies,101.0,142.0
2022-12-16,Golden State Warriors,Philadelphia 76ers,106.0,118.0
2022-12-16,Atlanta Hawks,Charlotte Hornets,125.0,106.0
2022-12-16,Denver Nuggets,Los Angeles Lakers,108.0,126.0
2022-12-16,Brooklyn Nets,Toronto Raptors,119.0,116.0
2022-12-16,Portland Trail Blazers,Dallas Mavericks,110.0,130.0
2022-12-16,Indiana Pacers,Cleveland Cavaliers,112.0,118.0
2022-12-16,Sacramento Kings,Detroit Pistons,122.0,113.0
2022-12-16,Orlando Magic,Boston Celtics,117.0,109.0
2022-12-16,New York Knicks,Chicago Bulls,114.0,91.0
2022-12-16,Minnesota Timberwolves,Oklahoma City Thunder,112.0,110.0
2022-12-17,Washington Wizards,LA Clippers,93.0,102.0
2022-12-17,Portland Trail Blazers,Houston Rockets,107.0,95.0
2022-12-17,Utah Jazz,Milwaukee Bucks,97.0,123.0
2022-12-17,New Orleans Pelicans,Phoenix Suns,114.0,118.0
2022-12-17,Memphis Grizzlies,Oklahoma City Thunder,109.0,115.0
2022-12-17,Dallas Mavericks,Cleveland Cavaliers,99.0,100.0
2022-12-17,Miami Heat,San Antonio Spurs,111.0,101.0
2022-12-18,Chicago Bulls,Minnesota Timberwolves,126.0,150.0
2022-12-18,Washington Wizards,Los Angeles Lakers,117.0,119.0
2022-12-18,New York Knicks,Indiana Pacers,109.0,106.0
2022-12-18,Golden State Warriors,Toronto Raptors,126.0,110.0
2022-12-18,Orlando Magic,Boston Celtics,95.0,92.0
2022-12-18,Brooklyn Nets,Detroit Pistons,124.0,121.0
2022-12-18,Charlotte Hornets,Denver Nuggets,115.0,119.0
2022-12-19,Charlotte Hornets,Sacramento Kings,125.0,119.0
2022-12-19,Dallas Mavericks,Minnesota Timberwolves,106.0,116.0
2022-12-19,Utah Jazz,Cleveland Cavaliers,99.0,122.0
2022-12-19,Orlando Magic,Atlanta Hawks,125.0,126.0
2022-12-19,Portland Trail Blazers,Oklahoma City Thunder,121.0,123.0
2022-12-19,San Antonio Spurs,Houston Rockets,124.0,105.0
2022-12-19,Toronto Raptors,Philadelphia 76ers,101.0,104.0
2022-12-19,Los Angeles Lakers,Phoenix Suns,104.0,130.0
2022-12-19,Milwaukee Bucks,New Orleans Pelicans,128.0,119.0
2022-12-20,Washington Wizards,Phoenix Suns,113.0,110.0
2022-12-20,Chicago Bulls,Miami Heat,113.0,103.0
2022-12-20,Golden State Warriors,New York Knicks,94.0,132.0
2022-12-20,Utah Jazz,Detroit Pistons,126.0,111.0
2022-12-20,Memphis Grizzlies,Denver Nuggets,91.0,105.0
2022-12-21,Charlotte Hornets,LA Clippers,105.0,126.0
2022-12-21,Milwaukee Bucks,Cleveland Cavaliers,106.0,114.0
2022-12-21,Golden State Warriors,Brooklyn Nets,113.0,143.0
2022-12-21,Dallas Mavericks,Minnesota Timberwolves,104.0,99.0
2022-12-21,Orlando Magic,Houston Rockets,116.0,110.0
2022-12-21,Detroit Pistons,Philadelphia 76ers,93.0,113.0
2022-12-21,Toronto Raptors,New York Knicks,113.0,106.0
2022-12-21,Indiana Pacers,Boston Celtics,117.0,112.0
2022-12-21,Chicago Bulls,Atlanta Hawks,110.0,108.0
2022-12-21,Portland Trail Blazers,Oklahoma City Thunder,98.0,101.0
2022-12-21,Los Angeles Lakers,Sacramento Kings,120.0,134.0
2022-12-22,Washington Wizards,Utah Jazz,112.0,120.0
2022-12-22,San Antonio Spurs,New Orleans Pelicans,117.0,126.0
2022-12-23,Charlotte Hornets,Los Angeles Lakers,134.0,130.0
2022-12-23,New Orleans Pelicans,Oklahoma City Thunder,128.0,125.0
2022-12-23,Indiana Pacers,Miami Heat,111.0,108.0
2022-12-23,Memphis Grizzlies,Phoenix Suns,125.0,100.0
2022-12-23,San Antonio Spurs,Orlando Magic,113.0,133.0
2022-12-23,Milwaukee Bucks,Brooklyn Nets,100.0,118.0
2022-12-23,Toronto Raptors,Cleveland Cavaliers,118.0,107.0
2022-12-23,Detroit Pistons,Atlanta Hawks,105.0,130.0
2022-12-23,Dallas Mavericks,Houston Rockets,112.0,106.0
2022-12-23,Minnesota Timberwolves,Boston Celtics,109.0,121.0
2022-12-23,Portland Trail Blazers,Denver Nuggets,107.0,120.0
2022-12-23,Washington Wizards,Sacramento Kings,125.0,111.0
2022-12-23,Chicago Bulls,New York Knicks,118.0,117.0
2022-12-23,LA Clippers,Philadelphia 76ers,114.0,119.0
2022-12-25,Los Angeles Lakers,Dallas Mavericks,115.0,124.0
2022-12-25,Milwaukee Bucks,Boston Celtics,118.0,139.0
2022-12-25,Phoenix Suns,Denver Nuggets,125.0,128.0
2022-12-25,Memphis Grizzlies,Golden State Warriors,109.0,123.0
2022-12-25,Philadelphia 76ers,New York Knicks,119.0,112.0
2022-12-26,Minnesota Timberwolves,Miami Heat,110.0,113.0
2022-12-26,Indiana Pacers,New Orleans Pelicans,93.0,113.0
2022-12-26,Utah Jazz,San Antonio Spurs,122.0,126.0
2022-12-26,Houston Rockets,Chicago Bulls,133.0,118.0
2022-12-26,LA Clippers,Detroit Pistons,142.0,131.0
2022-12-26,Brooklyn Nets,Cleveland Cavaliers,125.0,117.0
2022-12-26,Charlotte Hornets,Portland Trail Blazers,113.0,124.0
2022-12-27,Phoenix Suns,Memphis Grizzlies,125.0,108.0
2022-12-27,Denver Nuggets,Sacramento Kings,113.0,106.0
2022-12-27,Los Angeles Lakers,Orlando Magic,129.0,110.0
2022-12-27,Atlanta Hawks,Indiana Pacers,114.0,129.0
2022-12-27,Charlotte Hornets,Golden State Warriors,105.0,110.0
2022-12-27,Houston Rockets,Boston Celtics,102.0,126.0
2022-12-27,Philadelphia 76ers,Washington Wizards,111.0,116.0
2022-12-27,LA Clippers,Toronto Raptors,124.0,113.0
2022-12-27,New York Knicks,Dallas Mavericks,121.0,126.0
2022-12-27,San Antonio Spurs,Oklahoma City Thunder,114.0,130.0
2022-12-28,Utah Jazz,Golden State Warriors,107.0,112.0
2022-12-28,Brooklyn Nets,Atlanta Hawks,108.0,107.0
2022-12-28,Minnesota Timberwolves,New Orleans Pelicans,118.0,119.0
2022-12-28,Los Angeles Lakers,Miami Heat,98.0,112.0
2022-12-28,Milwaukee Bucks,Chicago Bulls,113.0,119.0
2022-12-28,Denver Nuggets,Sacramento Kings,126.0,127.0
2022-12-28,Phoenix Suns,Washington Wizards,102.0,127.0
2022-12-28,Orlando Magic,Detroit Pistons,101.0,121.0
2022-12-29,Houston Rockets,Dallas Mavericks,114.0,129.0
2022-12-29,Cleveland Cavaliers,Indiana Pacers,126.0,135.0
2022-12-29,LA Clippers,Boston Celtics,110.0,116.0
2022-12-29,New York Knicks,San Antonio Spurs,115.0,122.0
2022-12-29,Oklahoma City Thunder,Charlotte Hornets,113.0,121.0
2022-12-29,Memphis Grizzlies,Toronto Raptors,119.0,106.0
2022-12-30,Philadelphia 76ers,New Orleans Pelicans,116.0,127.0
2022-12-30,Portland Trail Blazers,Golden State Warriors,112.0,118.0
2022-12-30,Los Angeles Lakers,Atlanta Hawks,130.0,121.0
2022-12-30,Detroit Pistons,Chicago Bulls,118.0,132.0
2022-12-30,Utah Jazz,Sacramento Kings,125.0,126.0
2022-12-30,Washington Wizards,Orlando Magic,119.0,100.0
2022-12-30,Minnesota Timberwolves,Milwaukee Bucks,114.0,123.0
2022-12-30,Miami Heat,Denver Nuggets,119.0,124.0
2022-12-30,Phoenix Suns,Toronto Raptors,104.0,113.0
2022-12-31,Miami Heat,Utah Jazz,126.0,123.0
2022-12-31,LA Clippers,Indiana Pacers,130.0,131.0
2022-12-31,Dallas Mavericks,San Antonio Spurs,126.0,125.0
2022-12-31,Philadelphia 76ers,Oklahoma City Thunder,115.0,96.0
2022-12-31,New Orleans Pelicans,Memphis Grizzlies,101.0,116.0
2022-12-31,Brooklyn Nets,Charlotte Hornets,123.0,106.0
2022-12-31,Detroit Pistons,Minnesota Timberwolves,116.0,104.0
2022-12-31,Cleveland Cavaliers,Chicago Bulls,103.0,102.0
2022-12-31,New York Knicks,Houston Rockets,108.0,88.0
2023-01-01,Sacramento Kings,Memphis Grizzlies,108.0,118.0
2023-01-01,Boston Celtics,Denver Nuggets,111.0,123.0
2023-01-01,Washington Wizards,Milwaukee Bucks,118.0,95.0
2023-01-02,San Antonio Spurs,Brooklyn Nets,103.0,139.0
2023-01-02,Denver Nuggets,Minnesota Timberwolves,111.0,124.0
2023-01-02,Detroit Pistons,Portland Trail Blazers,106.0,135.0
2023-01-02,Dallas Mavericks,Houston Rockets,111.0,106.0
2023-01-02,Miami Heat,LA Clippers,110.0,100.0
2023-01-02,Toronto Raptors,Indiana Pacers,114.0,122.0
2023-01-02,Los Angeles Lakers,Charlotte Hornets,121.0,115.0
2023-01-02,Atlanta Hawks,Golden State Warriors,141.0,143.0
2023-01-02,Chicago Bulls,Cleveland Cavaliers,134.0,145.0
2023-01-02,New Orleans Pelicans,Philadelphia 76ers,111.0,120.0
2023-01-02,Phoenix Suns,New York Knicks,83.0,102.0
2023-01-03,Sacramento Kings,Utah Jazz,117.0,115.0
2023-01-03,Boston Celtics,Oklahoma City Thunder,117.0,150.0
2023-01-03,Washington Wizards,Milwaukee Bucks,113.0,123.0
2023-01-04,Detroit Pistons,Golden State Warriors,122.0,119.0
2023-01-04,Milwaukee Bucks,Toronto Raptors,104.0,101.0
2023-01-04,Indiana Pacers,Philadelphia 76ers,126.0,129.0
2023-01-04,Oklahoma City Thunder,Orlando Magic,115.0,126.0
2023-01-04,Brooklyn Nets,Chicago Bulls,112.0,121.0
2023-01-04,Atlanta Hawks,Sacramento Kings,120.0,117.0
2023-01-04,Portland Trail Blazers,Minnesota Timberwolves,106.0,113.0
2023-01-04,Phoenix Suns,Cleveland Cavaliers,88.0,90.0
2023-01-04,Memphis Grizzlies,Charlotte Hornets,131.0,107.0
2023-01-04,Houston Rockets,New Orleans Pelicans,108.0,119.0
2023-01-04,San Antonio Spurs,New York Knicks,114.0,117.0
2023-01-04,Miami Heat,Los Angeles Lakers,109.0,112.0
